Name,Skills,Skill_Levels,Interests,Experience,Recommended_Career,Average_Salary
User_9119,Cybersecurity;UI/UX Design;SQL,Expert;Expert;Expert,Security;Healthcare,6,SEO Specialist,58000
User_9438,Graphic Design;Big Data;Content Writing;JavaScript,Beginner;Pro;Beginner;Expert,Security,9,Big Data Engineer,110000
User_1327,Machine Learning;SEO,Beginner;Beginner,Design,4,SEO Specialist,58000
User_2087,JavaScript;Customer Service;Accounting,Pro;Expert;Intermediate,Media;Cloud,7,Customer Support Specialist,45000
User_3564,SQL;Deep Learning;Java;Content Writing,Intermediate;Pro;Pro;Pro,Healthcare;Business,1,Cybersecurity Analyst,95000
User_5710,Big Data;Customer Service;Content Writing,Expert;Intermediate;Pro,AI;Cloud,7,Digital Marketer,60000
User_2238,Digital Marketing;Cybersecurity,Beginner;Expert,Tech;AI,2,SEO Specialist,58000
User_6629,Python;SQL;Customer Service,Beginner;Beginner;Intermediate,Education,4,Digital Marketer,60000
User_5267,Data Analysis;SEO,Beginner;Expert,Marketing,10,Data Scientist,100000
User_6977,Python;Content Writing;Digital Marketing;Networking,Expert;Beginner;Beginner;Expert,Cloud,0,DevOps Engineer,100000
User_1379,Finance;Big Data,Beginner;Intermediate,Finance,4,Machine Learning Engineer,110000
User_9688,Big Data;Finance,Pro;Intermediate,Gaming,1,Technical Writer,60000
User_1985,Deep Learning;Cybersecurity;SEO,Expert;Intermediate;Pro,Business;Finance,4,Graphic Designer,55000
User_5727,Java;Blockchain;Data Analysis;Python,Expert;Intermediate;Beginner;Beginner,Finance;Cloud,7,Machine Learning Engineer,110000
User_9383,JavaScript;Cybersecurity;Project Management;Graphic Design,Expert;Intermediate;Expert;Pro,Finance,10,Backend Developer,90000
User_7697,Digital Marketing;Python;Content Writing,Intermediate;Pro;Beginner,Marketing;Gaming,5,Project Manager,95000
User_6862,Graphic Design;DevOps;Accounting;Digital Marketing,Beginner;Beginner;Expert;Intermediate,Tech;Education,3,Frontend Developer,85000
User_6772,Big Data;Finance;SQL,Intermediate;Expert;Expert,Gaming;Business,4,Network Engineer,85000
User_9517,C++;Big Data,Beginner;Intermediate,Gaming;Cloud,1,Machine Learning Engineer,110000
User_1005,SEO;Graphic Design;Deep Learning,Intermediate;Expert;Beginner,Tech;Analytics,4,Backend Developer,90000
